perfume_id,brand,name,img_url,old_price,new_price,price_THB,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,,,,,THB,,,Men_typ,Women_typ,Unisex_typ,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Calvin Klein,Beauty,https://m.media-amazon.com/images/I/61FKUyfMZ1L.jpg,380,115,1044.2,100,EDP,Women,Floral,"Vanilla, Musk, Sandalwood, Guaiac Wood, Amber","Cardamom, Pepper, Flowers",5,Star.perfume,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,LANVIN,Oxygene,https://m.media-amazon.com/images/I/51YVa3tKuJL._AC_SX679_.jpg,206,116,1053.28,75,EDP,Women,Floral,"White Musk, Sandalwood","Rose, Milk, Gardenia",4.3,Dior Fragrances,3.9,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Sedr Al-Khaleej Perfumes,Love Touch Body Sp,https://sedralkhaleej.com/cdn/shop/files/LoveTouch50ml_01863.png?v=1688580675&width=2048,12.9,12.9,117.132,125,EDT,Women,Floral,"Leather,Musk","Tiare Flower,Rose",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Shiseido,Zen,https://cdn.cosmostore.org/cache/front/shop/products/471/1405271/350x350.jpg,597,260,2360.8,100,EDP,Women,Floral,"Patchouli, Cedar, Musk, White Musk, Marine, Amber, Incense","Freesia, Gardenia, Red Apple, Violet, Lily Of The Valley, Hyacinth, Chinese Rose, Lotus Flower",5,Faces,3.9,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,CAROLINA HERRERA,212 S..Y,https://media.6media.me/media/catalog/product/8/4/8411061906590-1.jpg,420,183.25,1663.91,100,EDP,Women,Floral,"Bergamot, Gardenia, Pelargonium, Cotton Candy, Flowers","Pelargonium, Cotton Candy, Flowers",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,MONTBLANC,Lady Emblem,https://cdn.thebeautrium.com/image-product/B0001144.png,410,155,1407.4,75,EDP,Women,Floral,"Musk, Raspberry","Sandalwood, Patchouli, Rosewood",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,TOM FORD,Black Orchid,https://image.makewebcdn.com/makeweb/m_1920x0/2q1fSqVKm/1product/0606.jpg?v=202405291424,495,211,1915.88,50,EDP,Women,Spicy,"Incense,Lotus,Patchouli,Sandalwood,Vanilla,Vetiver","Black Orchid,Fruity Notes,Tuberose",5,Number One,3.7,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,NARCISO RODRIGUEZ,Pure Musc,https://cdn.thebeautrium.com/image-product/B0046179.png,494,307.25,2789.83,100,EDP,Women,Floral,Cashmeran,Flower,5,Grass gulf,4.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,CAROLINA HERRERA,Good Girl,"https://static.beautytocare.com/cdn-cgi/image/width=1600,height=1600,f=auto/media/catalog/product//c/a/carolina-herrera-good-girl-blush-eau-de-parfum-80ml.jpg",480,242.5,2201.9,50,EDP,Women,Arabian,"Tonka Bean, Cacao, Vanilla, Praline, Sandalwood, Amber, Cashmere Wood, Musk, Patchouli, Cinnamon, Cedar","Tuberose, Jasmine Sambac, Orris, Orange Blossom, Bulgarian Rose",4.6,Star.perfume,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,CHANEL,Chance Eau Tendre,https://down-th.img.susercontent.com/file/07dcd27065dee33ee024fb3226bc0415,1220,288.15,2616.402,100,EDT,Women,Floral,"Amber, Cedar, Musk","Hyacinth, Iris, Jasmine",3.5,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,CAROLINA HERRERA,212 Wild Party,https://alhajisoman.com/cdn/shop/products/product_id1601product_image_1790_1661435786.jpg?v=1674152360,232.95,232.95,2115.186,80,EDP,Women,Floral,"Musk, Woody","Orange Blossom, Sun Rose, Orchid",4.5,Number One,3.8,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Estee Lauder,Modern Muse Chic,https://down-th.img.susercontent.com/file/b5be36d6e64dcddff8648511d5e34aee,472,275,2497,100,EDP,Women,Woody,"Cashmere Wood, Agarwood (Oud), Labdanum, Patchouli, Ebony Tree, Musk, Vanilla, Suede","Jasmine Sambac, Tuberose, Lily",4.5,Faces,3.9,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,HUGO BOSS,Boss Orange,https://th-test-11.slatic.net/p/472bd5a76652d1081c015b3a17220828.jpg,339,112.7,1023.316,75,EDT,Women,Woody,"Sandalwood, Olive Tree, Vanilla","White Flowers, African Orange Flower",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,DORALL COLLECTION,Lady Dorall,"https://m.media-amazon.com/images/I/71UIbAueEeL._AC_UF1000,1000_QL80_.jpg",14.75,14.75,133.93,100,EDT,Women,Spicy,"Apricot, Amber, lemon tree","Lily, jasmine, rose",4,Princess of beauty,3.8,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,MOSCHINO,Cheap And Chic,https://test.beauticool.com/product_images/594b89d5e5b06.png,203,184.7,1677.076,100,EDT,Women,Floral,"Tonka Bean, Orchid, Sandalwood, Vetiver, Iris, Ambergris","Cyclamen, Rose Water, Lily Peony, Violet Jasmine",5,Parvant Store,3.8,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Emper,Lady Presidente,https://m.media-amazon.com/images/I/319Zdyw3fPL.jpg,118,60.15,546.162,80,EDP,Women,Fruity,"Coconut, Musk, Sandalwood","Lotus, Water Lily, Raspberry, Star Apple",5,Golen Dream,3.5,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,NINA RICCI,Mademoiselle Ricci,https://cdn.thebeautrium.com/image-product/B0042309.png,295,166.2,1509.096,80,EDP,Women,Spicy,"Violetwhite Wood, Musk, Amber, Cedar, Violet","Nerium Oleander, Rose Hip, Laurels",4,neo lek,3.5,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,CAROLINA HERRERA,212 VIP Rose,https://cdn.thebeautrium.com/image-product/B0001866.png,445,135,1225.8,80,EDP,Women,Floral,"Woody, White Musk, Amber",Peach Blossom,5,عالم المشاهير,3.8,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,GUCCI,Rush,https://down-th.img.susercontent.com/file/b7dfdb58802fc4c85d40decae1708cff,489,219.85,1996.238,75,EDT,Women,Floral,"Vetiver, Patchouli, Vanilla","Jasmine, Damask Rose, Coriander",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Rasasi,Shuhrah,https://rasasistore.com/cdn/shop/files/Shurah_PourHomme_2.jpg?v=1708591052,144,69.7,632.876,90,EDP,Women,Floral,"Oud, Patchouli, Amber, Musk","Iris, Jasmine, Lily of the Valley",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,BURBERRY,Touch,https://inwfile.com/s-j/uvdhm1.jpg,314,154.95,1406.946,100,EDP,Women,Floral,"Almonds,Cedar,Oakmoss,Tonka Bean,Vanilla","Jasmine,Lily,Lily Of The Valley,Peach,Peony,Raspberry,Tuberose",4,noon100 % original genuine product,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,J.CASANOVA,Plaisir,"https://m.media-amazon.com/images/I/61pY46qT9LL._AC_UF1000,1000_QL80_.jpg",145,75,681,100,EDP,Women,Fresh,"Sandalwood, Musk, Vanilla, Orchid, Cedar","Clove, Damascus Plum, Pear, Ylang -ylang",4.5,Tiffany,3.8,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,LA PERLA,Divina,https://cdn.shoplightspeed.com/shops/644833/files/31439775/800x800x3/la-perla-la-perla-divina-for-women-eau-de-parfum.jpg,107,62,562.96,50,EDT,Women,Fruity,"Musk, Amber, Vanilla, Woody","Jasmine, African orange, Pink",4.5,GOLDEN,3.5,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,DORALL COLLECTION,Lancy,https://th-test-11.slatic.net/p/ff328f16f7efa8f0c861c2ca2c739d07.jpg,27,11.85,107.598,100,EDT,Women,Spicy,"Tonka Bean, Praline, Patchouli, Vanilla","Iris, Orange Blossom, Jasmine",4.5,the beauty,3.5,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,MONTBLANC,Lady Emblem Elixir,https://cdn.thebeautrium.com/image-product/B0025407.png,372,176.3,1600.804,50,EDP,Women,Woody,"Patchouli, Sandalwood, Vanilla","Iris, Orange Blossom, Damask Rose, Jasmine",5,Beautiful Live,4.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,DORALL COLLECTION,Pink Hearts,https://inwfile.com/s-ft/cia94q.png,29,8.15,74.002,100,EDT,Women,Floral,"Caramel, Musk, Tonka Bean, Sandalwood, Vanilla","Red Berries, Lily Of The Valley, Licorice, Cotton Candy, Strawberry",4.4,B.A.G,3.9,14.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,HUGO BOSS,Natural Spray,"https://static.beautytocare.com/cdn-cgi/image/width=1600,height=1600,f=auto/media/catalog/product//h/u/hugo-boss-hugo-man-eau-de-toilete-75ml.jpg",595,140,1271.2,75,EDP,Women,Oriental,"Apricot, Amber, Lemon Tree","Bulgarian Rose, Jasmine, Lily",4,Parisian Store,3.9,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,GUCCI,Flora Gorgeous Gardenia,https://inwfile.com/s-dh/n8ar90.jpg,510,226.8,2059.344,100,EDT,Women,Citrus,Patchouli,"Gardenia, Plumeria",4.4,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Calvin Klein,Sheer Beauty Essence,https://i.ebayimg.com/images/g/41kAAOSwGshkdrUd/s-l1200.jpg,415,167.95,1524.986,100,EDT,Women,Floral,"Musk, Vanilla, Cedar","Lilac, Magnolia, Turkish Rose, Peony",4.5,noon100 % genuine product,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Genie,8839 Collection,https://www.ourshopee.com/ourshopee-img/ourshopee_products/283249297Untitled-27.jpg,43,24.85,225.638,25,EDP,Women,Floral,"Amber, Black Violet, Cream, Mahogany","Lotus Blossom, Champaca Flower, Black Orchid",4.2,Parisian Store,3.9,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,GIORGIO ARMANI,Si Possione,"https://img.kingpowerclick.com/cdn-cgi/image/format=auto/kingpower-com/image/upload/w_640,h_640/v1632986966/prod/805026-L1.jpg",705,246.5,2238.22,100,EDP,Women,Floral,"Cedar, Vanilla, Amber, Patchouli","Rose, Jasmine, Heliotrope, Pineapple",4.7,Al-Najm,3.7,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,J.CASANOVA,Paris Vivaldi,https://cdn.salla.sa/jvWnV/9FOH43GZjtJJcmcn67nyYRssdnkVpzDpGcqDR6HD.jpg,90,90,817.2,100,EDP,Women,Fruity,"Cedar, Moss, Musk, Amber, Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus, Orchid",3,Grass gulf,4.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,cacharel,Yes I Am ED,https://cdn.thebeautrium.com/image-product/B0072910.png,15,8.9,80.812,2,EDT,Women,Jasmine,"Milk, Sandalwood, Cardamom","Ginger Flower, Jasmine, Gardenia",1,Royal Scent,3.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Dolce & Gabbana,Pour Femme,https://m.media-amazon.com/images/I/71XNU1p60LL._SX522_.jpg,566,195,1770.6,100,EDP,Women,Floral,"Guimave, Vanilla, Heliotrope, Sandalwood","Jasmine, Orange Blossom",5,Parfume-Stor,3.9,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Yves Saint Laurent,Black Opium,https://www.yslbeautyus.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-ysl-master-catalog/default/dw005e84a1/Black%20Opium%20Packshots/BO%20Le%20Parfum/3614273863360.jpg,620,364.65,3311.022,90,EDP,Women,Vanilla,"Musk, White Wood","Jasmine Tea, Orrange Blossom, Coffee",4.8,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,CARTIER,Baiser Vole,https://m.media-amazon.com/images/I/51bCKm1UPDL._SL1000_.jpg,640,227.6,2066.608,100,EDP,Women,Floral,Green leaves of lily,"Essences of rare, elegant lily flower",4.4,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Elizabeth Arden,Red Door,https://down-th.img.susercontent.com/file/94a82db7737ab341da0c3f319f9bb88d,128.95,128.95,1170.866,100,EDT,Women,Floral,"Honey, Sandalwood, Vetiver","Orchid, Jasmine, Lily-of-the valley, Orange blossom,Wild violet, Freesia",5,Golden Perfumesعطر أصلي 100,3.6,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,GUESS,Seductive,https://down-th.img.susercontent.com/file/a7b675c5c09332a5fd2ee6ad01101ed4,177,86.75,787.69,75,EDT,Women,Spicy,"Vanilla, Olibanum, Cashmere Wood","Jasmine, African Orange Flower, Orris Root",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,NINA RICCI,Mademoiselle Ricci,https://down-th.img.susercontent.com/file/a34fab5e9c21ca4873784cd4f5269b58,206,117,1062.36,50,EDP,Women,Floral,"White Wood, Musk, Amber, Cedar, Violet","Nerium Oleander, Rose Hip, Laurels",4.5,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Van Cleef & Arpels,First,"https://m.media-amazon.com/images/I/51czF0pfOAL._AC_UF1000,1000_QL80_.jpg",181.1,181.1,1644.388,100,EDP,Women,Floral,"Honey, Tonka Bean, Amber, Sandalwood, Musk, Civet, Vanilla, Oakmoss, Vetiver","Carnation, Tuber Rose, Orchid, Orris Root, Jasmine, Hiacynth, Rose, Ylang Ylang, narcissus, Lily",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,BURBERRY,Body Tender,https://www.jeban.com/uploads/reviews/product/17182/517629_083313d4bf.jpg,373,114,1035.12,85,EDT,Women,Floral,"Cashmeran, Amber, Musk","Dewy English Roses, White Jasmine, Sandalwood",5,Number One,4.2,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,GUESS,Marciano,https://inwfile.com/s-j/0uvniy.png,95,83.5,758.18,100,EDP,Women,Citrus,"Vanilla, Musk, Woody","Peony, Pink Honeysuckle, Intensively Clean, Sweet Jasmine",4.6,top langri,3.6,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Rasasi,Oud Al Misk,https://rasasistore.com/cdn/shop/files/OudMusk_2.jpg?v=1708627133,59,59,535.72,100,EDP,Women,Oriental,"Cedar, Vetiver, Patchouli, Sandalwood, Ambergris, Musk","Geranium, Jasmine",3,hawas,4.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Alina Corel,Beach Palm,https://m.media-amazon.com/images/I/615ZtSeh27L.jpg,24.95,24.95,226.546,100,EDP,Women,Fresh,"Cedar, Warm Woman Skin Accord, Sandal, Incense","Heliotrope, Jasmine In An Alliance With Hibiscus Blossom, Bulgarian Rose",2.3,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Estee Lauder,Pleasures,https://cdn.thebeautrium.com/image-product/B0016835.png,285,169.9,1542.692,100,EDP,Women,Fruity,"Cedar, Musk, Patchouli, Sandalwood","Jasmine, Lilac, Lily, Lily Of The Valley, Peony, Rose",4.6,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Rasasi,Romance,https://gbcosmeticsofficial.com/cdn/shop/files/AFP-000009017-1000.png?v=1723639526,79,37,335.96,45,EDP,Women,Floral,Powdery,"Fruity, Woody",5,B.A.G,3.5,14.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,LALIQUE,Amethyst Exquise,"https://m.media-amazon.com/images/I/71YBRYXkTdL._AC_UF1000,1000_QL80_.jpg",202.25,202.25,1836.43,100,EDP,Women,Floral,Woody,Orchid,4.4,Abu Al Tayyeb Perfumes,4.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,VERSACE,Yellow Diamond,https://cdn.thebeautrium.com/image-product/B0016558.png,425,173.45,1574.926,90,EDT,Women,Floral,"Amber, Musk, Guaiac Wood","Creamy, Jasmine, Osmanthus",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,CHANEL,Coco Mademoiselle,https://inwfile.com/s-c/p0q9st.jpg,1036,275.3,2499.724,100,EDP,Women,Woody,"Opoponax, Patchouli, Tonka Bean, Vanilla, Vetiver, White Musk","Jasmine, Mimosa, Rose, Ylang-Ylang",4.7,Pinch Of Perfum,4.2,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Calvin Klein,One Shock,https://down-th.img.susercontent.com/file/e1db8c6c105d5a49ca2a87a6013a56cd,159,86.3,783.604,200,EDT,Women,Floral,"Musk, Patchouli, Amber, Vanilla","Jasmine, Narcissus, Mexican chocolate, Blackberry",4.2,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,BOUCHERON,Quatre Absolue De Nuit,https://resources.commerceup.io/?key=https%3A%2F%2Fprod-admin-images.s3.amazonaws.com%2FPeZho1KcxJ6lLWV8SlDT%2Fproduct%2FBoucheron%2520Quatre%2520Absolue%2520De%2520Nuit%2520Pour%2520Femme%2520Eau%2520De%2520Parfum%2520100ML%2520box.jpg&width=800&resourceKey=PeZho1KcxJ6lLWV8SlDT,125.95,125.95,1143.626,100,EDP,Women,Arabian,"Sandalwood, Vanilla, Amber","Jasmine, Tonka Bean, Pear",4.8,King-Perfume,3.9,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,BURBERRY,London,https://inwfile.com/s-dh/usy7y1.jpg,380,167.1,1517.268,100,EDP,Women,Floral,"Sandalwood, Patchouli, Musk","Clementine, Peony Tiare, Jasmine",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Calvin Klein,Sheer Beauty,https://cdn.thebeautrium.com/image-product/B0016569.png,345,104.05,944.774,100,EDT,Women,Fruity,"Musk, Sandalwood, Vanilla","Jasmine, Peony, Lily",4.6,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Lattafa,Rouat Al Musk,https://filebroker-cdn.lazada.co.th/kf/Sf7b9e3cf3eba4ac9baea33fbc3b5124fp.jpg,68,38.95,353.666,100,EDP,Women,Oriental,"Vanilla, Amber","Jasmine, White Flowers, Sandalwood",4.8,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,DORALL COLLECTION,Golden Blaze,"https://m.media-amazon.com/images/I/61dPDocrdkL._AC_UF1000,1000_QL80_.jpg",11,11,99.88,100,EDP,Women,Musk,"Musk, Patchouli, Amber","Ylang-ylang, Jasmine",4.3,top langri,3.7,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Rasasi,Emotion,https://i5.walmartimages.com/seo/Emotion-for-Women-EDP-50-ML-1-7-oz-by-Rasasi_cb223cbd-6d4c-4610-a9c5-12c1c1a52254.7bf2bca18753d3f44c574bf12fe7f62e.png,79,44.45,403.606,50,EDP,Women,Sandalwood,"Sandalwood, Musk, Amber, Cedar, Vanilla","Kiwi, Pineapple, Black Currant, Freesia, Water Lily, Jasmin",4.6,VIP.PARFUME,3.5,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Armaf,Club De Nuit Milestone,https://plummour.com/wp-content/uploads/2021/07/Club-De-Nuit-Milestone-1.jpg,135,135,1225.8,105,EDP,Women,Floral,"Vetiver, Musk, Ambroxan","Violet Sandalwood, White Wood",5,Attractive perfume,3.5,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Arabian Oud,Sheikh Al Shuyukh,"https://m.media-amazon.com/images/I/61YsMBHSqiL._AC_UF894,1000_QL80_.jpg",36.3,36.3,329.604,50,EDP,Women,Oriental,"Vetiver, Patchouli","Lavender, Sage, Rosemary",5,Bismat Eatar,3.7,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,UNITED COLORS OF BENETTON,Hot,https://th-test-11.slatic.net/p/199f7e60f51da30f6bb8831a395d5490.jpg,29,27.1,246.068,100,EDT,Women,Woody,"Cedar, Sandalwood, Oakmoss, Amber, Vanilla, Musk","Lily of The Valley, Water Jasmine, Iris, Apricot",4.5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,ARMAND BASI,In Red,https://i.makeup.ae/x/xi/xiwhvrjie4c6.jpg,275,107.95,980.186,100,EDT,Women,Citrus,"Palisander Rosemary, Oakmoss, White Musk, Amber, Vanilla, Praline, Woody","Lily, Jasmine, Violet Leaf, Rose, Blackcurrant, Pink Pepper, Peony",4.5,Parvant Store,3.9,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,VERSACE,Bright Crystal,https://m.media-amazon.com/images/I/51Mu5QJ-BjL.jpg,63,21.4,194.312,5,EDT,Women,Floral,"Plants, Musk, Red Woods","Lotus, Peony, Magnolia",4.5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,DORALL COLLECTION,DC Charged,https://crsttrading.com/wp-content/uploads/2020/09/DC-CHarged.jpg,14.95,14.95,135.746,100,EDT,Women,Woody,"Praline, Coconut Salt, Suede, Musk","Floral Notes, Apple",5,Princess of beauty,3.8,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Bill Blass,Nude Natural Spray Colo,https://www.directcosmetics.com/images/nude-by-bill-blass-cologne-natural-spray-100ml-bill-blass-p5908-7448_zoom.jpg,114,79.45,721.406,100,EDT,Women,Floral,"Sandalwood, Musk, Orris Root, Vetiver","Oakmoss, Jasmine, Ylang-Ylang, Rose, Narcissus",4.7,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,VERSACE,Crystal Noir,https://down-th.img.susercontent.com/file/097a7e753dc30f33c897e49b2a527f88,27,16.2,147.096,5,EDT,Women,Arabian,"Amber, Musk, Sandalwood","Orange Blossom, Gardenia, Peony",4.4,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Roberto Cavalli,Florence,https://th-test-11.slatic.net/p/fd09e2e07c747ef040157d0d18a1c883.jpg,500,154.95,1406.946,75,EDP,Women,Floral,"Patchouli, Amber, Musk","Orange Blossom, Hibiscus Seed, Grapefruit Blossom",4.7,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,LANVIN,Eclat D'arpege,https://cdn.thebeautrium.com/image-product/B0009993.png,6.85,6.85,62.198,2,EDP,Women,Floral,"Blackberry, Musk","Musk, Chinese Osmanthus, Petitgrain, Cedar, Wisteria",3.8,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,J.CASANOVA,Vivaldi,https://cdn.salla.sa/dqYz/9ZflJtEakMnUbEGV7zMUdQfqdJEJjQfnxm3mfPkq.jpg,87,87,789.96,100,EDP,Women,Fresh,"Tonka Bean, Patchouli, Opoponax, Vanilla, Vetiver, White Musk","Mimosa, Jasmine, Turkish Rose, Ylang-Ylang",5,Ryhana Perfume,4.2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,NINA RICCI,Premier Jour,https://www.perfumesthailand.com/image/cache/data/2/nina-ricci-premier-jour-edp-500x500.jpg,300,136.45,1238.966,100,EDP,Women,Fruity,"Sandalwood, Musk, Vanilla, Woody","Orchid, Gardenia",4.7,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,LACOSTE,EDTTouch Of Pink For Wom,"https://static.beautytocare.com/cdn-cgi/image/width=1600,height=1600,f=auto/media/catalog/product//l/a/lacoste-touch-of-pink-eau-de-toilette-pour-femme-50ml_1_1.jpg",335,89,808.12,90,EDT,Women,Citrus,"Woody, Musk, Vanilla","Jasmine, Carrot, Spicy Coriander",4.8,Cute Shop,3.7,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,AMOUAGE,Epic,https://plummour.com/wp-content/uploads/2024/01/Amouage-EPIC-M-EDP-100ml-1.png,653,653,5929.24,100,EDP,Women,Jasmine,"Rose, Geranium, Jasmine, Tea","Rose, Geranium, Jasmine, Tea",4.3,Beautiful Live,4.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,VERSACE,Bright Crystal,https://s2.konvy.com/static/team/2020/0518/15897725186733.jpg,430,169.95,1543.146,90,EDT,Women,Floral,"Amber, Musk, Mahogany","Peony,Lotus, Magnolia",4.8,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,MB,Sweetheart Rockstar,https://f.nooncdn.com/p/v1586368183/N36577693A_1.jpg?format=avif&width=800,10.8,10.8,98.064,100,EDP,Women,Fresh,"Rose, Vanilla, Ginger","Pine, Cardamom, Lavender, Rosemary",4.5,Beautify,3.6,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,STELLA MCCARTNEY,Stella,https://th-test-11.slatic.net/p/19247ab29e82757d79c1f221ef4fa5b1.jpg,460,197.95,1797.386,100,EDP,Women,Floral,Amber,Rose,4.8,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
